GEOID,INTPTLAT,INTPTLONG,POP10,location,TotalArea_SqKM,PopDensity_SqKM
18343,40.893707,-75.111897,3982,"{'type': 'Point', 'coordinates': [-75.111897, 40.893707]}",60.002871,66.36349117361401
18344,41.122901,-75.34399599999999,3589,"{'type': 'Point', 'coordinates': [-75.34399599999999, 41.122901]}",18.286957,196.2600994796455
18346,41.142754,-75.42119100000001,2964,"{'type': 'Point', 'coordinates': [-75.42119100000001, 41.142754]}",30.447119,97.34911207855167
18347,41.138882,-75.560229,3364,"{'type': 'Point', 'coordinates': [-75.560229, 41.138882]}",73.477743,45.78257119302099
18349,41.101253,-75.366514,132,"{'type': 'Point', 'coordinates': [-75.366514, 41.101253]}",3.633949,36.32412012386525
18350,41.123825,-75.466143,1931,"{'type': 'Point', 'coordinates': [-75.466143, 41.123825]}",59.158488,32.641131734130866
18351,40.92272,-75.099334,518,"{'type': 'Point', 'coordinates': [-75.099334, 40.92272]}",1.140803,454.06612710520574
18352,41.006831,-75.356087,1098,"{'type': 'Point', 'coordinates': [-75.356087, 41.006831]}",10.422493,105.34907531240367
18353,40.895340000000004,-75.357668,12779,"{'type': 'Point', 'coordinates': [-75.357668, 40.895340000000004]}",122.59043,104.24141590824014
18354,40.922603,-75.32209499999999,951,"{'type': 'Point', 'coordinates': [-75.32209499999999, 40.922603]}",8.803946,108.01974478262362
18355,41.076955,-75.362899,1492,"{'type': 'Point', 'coordinates': [-75.362899, 41.076955]}",18.603917,80.19816471982756
18356,41.011078999999995,-75.118103,136,"{'type': 'Point', 'coordinates': [-75.118103, 41.011078999999995]}",1.684805,80.72150783028303
18357,41.231653,-75.210713,104,"{'type': 'Point', 'coordinates': [-75.210713, 41.231653]}",10.748821,9.675479757268263
18360,40.967361,-75.28796700000001,28362,"{'type': 'Point', 'coordinates': [-75.28796700000001, 40.967361]}",206.273361,137.4971535951266
18370,41.092408,-75.33953699999999,1096,"{'type': 'Point', 'coordinates': [-75.33953699999999, 41.092408]}",13.596875,80.60675706734084
18371,41.150011,-75.045249,747,"{'type': 'Point', 'coordinates': [-75.045249, 41.150011]}",9.486164,78.74626666795977
18372,41.044022,-75.33635,3210,"{'type': 'Point', 'coordinates': [-75.33635, 41.044022]}",22.966014,139.77175142364712
18403,41.508802,-75.535262,7087,"{'type': 'Point', 'coordinates': [-75.535262, 41.508802]}",61.706082,114.8509153441309
18405,41.599606,-75.103881,2561,"{'type': 'Point', 'coordinates': [-75.103881, 41.599606]}",99.464511,25.7478770493327
18407,41.591753999999995,-75.53479300000001,13862,"{'type': 'Point', 'coordinates': [-75.53479300000001, 41.591753999999995]}",110.530369,125.41349608631091
18411,41.454492,-75.74454,21985,"{'type': 'Point', 'coordinates': [-75.74454, 41.454492]}",143.075913,153.65968693835976
18413,41.648128,-75.589342,151,"{'type': 'Point', 'coordinates': [-75.589342, 41.648128]}",2.318766,65.12084444915959
18414,41.541072,-75.741068,5452,"{'type': 'Point', 'coordinates': [-75.741068, 41.541072]}",109.387723,49.841059402982545
18415,41.74353,-75.124268,1245,"{'type': 'Point', 'coordinates': [-75.124268, 41.74353]}",86.950369,14.318513127874134
18417,41.809703000000006,-75.201115,1121,"{'type': 'Point', 'coordinates': [-75.201115, 41.809703000000006]}",155.321428,7.217291357893001
18419,41.585933000000004,-75.792369,4634,"{'type': 'Point', 'coordinates': [-75.792369, 41.585933000000004]}",101.352042,45.72182176655109
18420,41.602006,-75.710133,57,"{'type': 'Point', 'coordinates': [-75.710133, 41.602006]}",0.726672,78.43979126758703
18421,41.66421,-75.492886,4754,"{'type': 'Point', 'coordinates': [-75.492886, 41.66421]}",92.282992,51.51545151461929
18424,41.230478000000005,-75.52496500000001,5613,"{'type': 'Point', 'coordinates': [-75.52496500000001, 41.230478000000005]}",218.198903,25.72423565300876
18425,41.438445,-75.043141,1354,"{'type': 'Point', 'coordinates': [-75.043141, 41.438445]}",59.612568,22.713331188819108
18426,41.325507,-75.23906099999999,4526,"{'type': 'Point', 'coordinates': [-75.23906099999999, 41.325507]}",160.94925,28.120665365014126
18427,41.404977,-75.406897,118,"{'type': 'Point', 'coordinates': [-75.406897, 41.404977]}",1.782414,66.20235253987009
18428,41.404303999999996,-75.118065,12012,"{'type': 'Point', 'coordinates': [-75.118065, 41.404303999999996]}",443.255291,27.09950731304412
18430,41.756453,-75.47245699999999,33,"{'type': 'Point', 'coordinates': [-75.47245699999999, 41.756453]}",4.625219,7.1347972928417
18431,41.61651,-75.257698,12666,"{'type': 'Point', 'coordinates': [-75.257698, 41.61651]}",356.143972,35.56426893559776
18433,41.573307,-75.58133000000001,6508,"{'type': 'Point', 'coordinates': [-75.58133000000001, 41.573307]}",72.768223,89.43464237129989
18434,41.453565999999995,-75.54234699999999,4192,"{'type': 'Point', 'coordinates': [-75.54234699999999, 41.453565999999995]}",17.334093,241.83555493789032
18435,41.495467,-75.012702,795,"{'type': 'Point', 'coordinates': [-75.012702, 41.495467]}",27.060566,29.378542932176657
18436,41.442799,-75.39345,13853,"{'type': 'Point', 'coordinates': [-75.39345, 41.442799]}",244.573812,56.64138726349001
18437,41.871969,-75.31650400000001,211,"{'type': 'Point', 'coordinates': [-75.31650400000001, 41.871969]}",31.527908,6.692483370606131
18438,41.439159000000004,-75.256488,1172,"{'type': 'Point', 'coordinates': [-75.256488, 41.439159000000004]}",20.124525,58.23739939203534
18439,41.825503000000005,-75.348966,500,"{'type': 'Point', 'coordinates': [-75.348966, 41.825503000000005]}",82.250052,6.079023512349877
18441,41.656053,-75.61394200000001,289,"{'type': 'Point', 'coordinates': [-75.61394200000001, 41.656053]}",7.638704,37.83364298446438
18443,41.662927,-75.102094,458,"{'type': 'Point', 'coordinates': [-75.102094, 41.662927]}",36.04654,12.705796450921502
18444,41.329074,-75.55277,13778,"{'type': 'Point', 'coordinates': [-75.55277, 41.329074]}",307.677869,44.78060136330443
18445,41.297908,-75.359362,2329,"{'type': 'Point', 'coordinates': [-75.359362, 41.297908]}",95.880751,24.290589880757192
18446,41.656175,-75.75914300000001,3733,"{'type': 'Point', 'coordinates': [-75.75914300000001, 41.656175]}",133.21974,28.021372808564255
18447,41.513448,-75.607166,10548,"{'type': 'Point', 'coordinates': [-75.607166, 41.513448]}",53.174586,198.3654372034039
18451,41.396997999999996,-75.217955,448,"{'type': 'Point', 'coordinates': [-75.217955, 41.396997999999996]}",22.640545,19.78750953212478
18452,41.483628,-75.590282,4802,"{'type': 'Point', 'coordinates': [-75.590282, 41.483628]}",5.094119,942.6556387866086
18453,41.758495,-75.370789,1104,"{'type': 'Point', 'coordinates': [-75.370789, 41.758495]}",134.281772,8.221517958520835
18454,41.827284999999996,-75.426144,64,"{'type': 'Point', 'coordinates': [-75.426144, 41.827284999999996]}",7.999672,8.00032801344855
18455,41.893001,-75.359193,105,"{'type': 'Point', 'coordinates': [-75.359193, 41.893001]}",12.126659,8.658609102474143
18456,41.612796,-75.34043299999999,423,"{'type': 'Point', 'coordinates': [-75.34043299999999, 41.612796]}",13.240355,31.947783877396038
18457,41.472094,-75.049165,82,"{'type': 'Point', 'coordinates': [-75.049165, 41.472094]}",1.286464,63.74060991990448
18458,41.395754,-74.91925400000001,3017,"{'type': 'Point', 'coordinates': [-74.91925400000001, 41.395754]}",146.344831,20.615692261792287
18459,41.504102,-75.428839,51,"{'type': 'Point', 'coordinates': [-75.428839, 41.504102]}",0.281465,181.1948199598529
18460,41.249894,-75.313008,184,"{'type': 'Point', 'coordinates': [-75.313008, 41.249894]}",8.72031,21.100167310565794
18461,41.929003,-75.327674,404,"{'type': 'Point', 'coordinates': [-75.327674, 41.929003]}",57.16384,7.06740484893947
18462,41.914344,-75.409089,427,"{'type': 'Point', 'coordinates': [-75.409089, 41.914344]}",70.777437,6.032996080375162
18463,41.357556,-75.396934,199,"{'type': 'Point', 'coordinates': [-75.396934, 41.357556]}",7.476754,26.615828205662513
18464,41.403012,-75.17695,1193,"{'type': 'Point', 'coordinates': [-75.17695, 41.403012]}",31.815397,37.49756760853872
18465,41.831299,-75.516849,1340,"{'type': 'Point', 'coordinates': [-75.516849, 41.831299]}",124.93795,10.725324050858847
18466,41.196442,-75.394233,16681,"{'type': 'Point', 'coordinates': [-75.394233, 41.196442]}",94.615051,176.30387368284568
18469,41.703684,-75.130492,357,"{'type': 'Point', 'coordinates': [-75.130492, 41.703684]}",24.511384,14.5646610570827
18470,41.724706,-75.535516,2226,"{'type': 'Point', 'coordinates': [-75.535516, 41.724706]}",161.370147,13.794373007542715
18471,41.529092999999996,-75.69118,685,"{'type': 'Point', 'coordinates': [-75.69118, 41.529092999999996]}",7.163716,95.62076441891331
18472,41.58341,-75.396687,7521,"{'type': 'Point', 'coordinates': [-75.396687, 41.58341]}",171.611307,43.825783577302396
18473,41.522059000000006,-75.21717199999999,495,"{'type': 'Point', 'coordinates': [-75.21717199999999, 41.522059000000006]}",3.316519,149.25287628383856
18503,41.411107,-75.66747,1182,"{'type': 'Point', 'coordinates': [-75.66747, 41.411107]}",1.199212,985.647241688709
18504,41.425521,-75.699867,21265,"{'type': 'Point', 'coordinates': [-75.699867, 41.425521]}",22.328283,952.379544813186
18505,41.386202000000004,-75.651527,20586,"{'type': 'Point', 'coordinates': [-75.651527, 41.386202000000004]}",22.619914,910.083035682629
18507,41.359038,-75.681823,4891,"{'type': 'Point', 'coordinates': [-75.681823, 41.359038]}",25.309532,193.24735044488375
18508,41.454947,-75.657937,12292,"{'type': 'Point', 'coordinates': [-75.657937, 41.454947]}",17.62112,697.5720045036865
18509,41.430836,-75.642907,13589,"{'type': 'Point', 'coordinates': [-75.642907, 41.430836]}",7.434252,1827.8906875903588
18510,41.407379,-75.636613,14119,"{'type': 'Point', 'coordinates': [-75.636613, 41.407379]}",5.629026,2508.2492068787747
18512,41.426229,-75.601387,12218,"{'type': 'Point', 'coordinates': [-75.601387, 41.426229]}",29.252294,417.67664443684316
18517,41.394641,-75.713636,5274,"{'type': 'Point', 'coordinates': [-75.713636, 41.394641]}",10.859596,485.6534257812169
18518,41.375058,-75.73955699999999,8313,"{'type': 'Point', 'coordinates': [-75.73955699999999, 41.375058]}",10.467153,794.1987663694225
18519,41.461939,-75.630719,5104,"{'type': 'Point', 'coordinates': [-75.630719, 41.461939]}",6.235662,818.5177451888829
18602,41.185952,-75.753988,257,"{'type': 'Point', 'coordinates': [-75.753988, 41.185952]}",5.273213,48.73688963446005
18603,41.082035,-76.258139,19320,"{'type': 'Point', 'coordinates': [-76.258139, 41.082035]}",137.672805,140.33272584226054
18610,41.069339,-75.54946899999999,5008,"{'type': 'Point', 'coordinates': [-75.54946899999999, 41.069339]}",78.867691,63.49875261341175
18612,41.346088,-75.98638000000001,18051,"{'type': 'Point', 'coordinates': [-75.98638000000001, 41.346088]}",142.757721,126.44499977692975
18614,41.504372,-76.58972,2426,"{'type': 'Point', 'coordinates': [-76.58972, 41.504372]}",358.882054,6.759881061090896
18615,41.461702,-75.857203,1867,"{'type': 'Point', 'coordinates': [-75.857203, 41.461702]}",48.803917,38.255126120307104
18616,41.50483,-76.63605799999999,738,"{'type': 'Point', 'coordinates': [-76.63605799999999, 41.50483]}",143.763199,5.133441695325659
18617,41.17054,-76.077533,1924,"{'type': 'Point', 'coordinates': [-76.077533, 41.17054]}",16.104059,119.47298504060375
18618,41.365177,-76.041404,3793,"{'type': 'Point', 'coordinates': [-76.041404, 41.365177]}",48.406259,78.35763552808326
18619,41.461696,-76.717816,273,"{'type': 'Point', 'coordinates': [-76.717816, 41.461696]}",89.4975,3.0503645353222155
18621,41.248601,-76.098546,6248,"{'type': 'Point', 'coordinates': [-76.098546, 41.248601]}",119.055609,52.47967779493698
18622,41.201232,-76.273515,257,"{'type': 'Point', 'coordinates': [-76.273515, 41.201232]}",9.542973,26.93081076515673
18623,41.664801000000004,-76.151984,2733,"{'type': 'Point', 'coordinates': [-76.151984, 41.664801000000004]}",149.371178,18.296702460229646
18624,41.060686,-75.647064,718,"{'type': 'Point', 'coordinates': [-75.647064, 41.060686]}",42.887799,16.7413580724905
18625,41.513387,-75.848822,491,"{'type': 'Point', 'coordinates': [-75.848822, 41.513387]}",2.724114,180.24208972164894
18626,41.398286,-76.523876,516,"{'type': 'Point', 'coordinates': [-76.523876, 41.398286]}",66.865995,7.7169269671377805
18628,41.430143,-76.313808,192,"{'type': 'Point', 'coordinates': [-76.313808, 41.430143]}",54.108025,3.5484569987538817
18629,41.517604,-76.141339,1801,"{'type': 'Point', 'coordinates': [-76.141339, 41.517604]}",245.194432,7.345191264375856
18630,41.662144,-76.023636,3556,"{'type': 'Point', 'coordinates': [-76.023636, 41.662144]}",172.55926,20.60741336048845
18631,41.029907,-76.304374,1286,"{'type': 'Point', 'coordinates': [-76.304374, 41.029907]}",4.868484,264.1479359899304
18632,41.45936,-76.377495,409,"{'type': 'Point', 'coordinates': [-76.377495, 41.45936]}",13.510778,30.272127926311867
18634,41.185512,-76.02261899999999,13569,"{'type': 'Point', 'coordinates': [-76.02261899999999, 41.185512]}",39.255889,345.65514488794275
18635,41.02924,-76.201347,3881,"{'type': 'Point', 'coordinates': [-76.201347, 41.02924]}",100.214555,38.72690947936654
18636,41.39141,-76.113651,1438,"{'type': 'Point', 'coordinates': [-76.113651, 41.39141]}",115.37218,12.464009954566171
18640,41.29823,-75.738725,17155,"{'type': 'Point', 'coordinates': [-75.738725, 41.29823]}",74.637439,229.8444350428476
18641,41.340533,-75.725729,6812,"{'type': 'Point', 'coordinates': [-75.725729, 41.340533]}",11.367391,599.2580003626163
18642,41.356348,-75.77318100000001,4345,"{'type': 'Point', 'coordinates': [-75.77318100000001, 41.356348]}",14.539687,298.8372445706706
18643,41.370822,-75.840422,12908,"{'type': 'Point', 'coordinates': [-75.840422, 41.370822]}",51.537896,250.45647963587803
18644,41.32793,-75.882372,7546,"{'type': 'Point', 'coordinates': [-75.882372, 41.32793]}",43.519828,173.39222939943605
18651,41.25404,-75.959845,8880,"{'type': 'Point', 'coordinates': [-75.959845, 41.25404]}",32.539627,272.89802676594906
18653,41.393316,-75.82313,132,"{'type': 'Point', 'coordinates': [-75.82313, 41.393316]}",0.82202,160.58003454903775
18655,41.187723999999996,-76.203214,6278,"{'type': 'Point', 'coordinates': [-76.203214, 41.187723999999996]}",190.063349,33.03109217548303
18656,41.332524,-76.185452,2195,"{'type': 'Point', 'coordinates': [-76.185452, 41.332524]}",136.333263,16.1002528047759
18657,41.52251,-75.959485,11985,"{'type': 'Point', 'coordinates': [-75.959485, 41.52251]}",329.108034,36.41661327538422
18660,41.097733000000005,-76.062014,3702,"{'type': 'Point', 'coordinates': [-76.062014, 41.097733000000005]}",113.99275,32.47574955424797
18661,41.076378999999996,-75.740724,5730,"{'type': 'Point', 'coordinates': [-75.740724, 41.076378999999996]}",352.057258,16.275761597847815
18701,41.243648,-75.885029,3447,"{'type': 'Point', 'coordinates': [-75.885029, 41.243648]}",1.38407,2490.4809727831685
18702,41.230476,-75.757441,40295,"{'type': 'Point', 'coordinates': [-75.757441, 41.230476]}",183.813603,219.2166376282826
18704,41.262553000000004,-75.914636,31206,"{'type': 'Point', 'coordinates': [-75.914636, 41.262553000000004]}",27.08168,1152.2918814490092
18705,41.271834000000005,-75.842735,14806,"{'type': 'Point', 'coordinates': [-75.842735, 41.271834000000005]}",14.300978,1035.3138086080546
18706,41.203289,-75.914803,16105,"{'type': 'Point', 'coordinates': [-75.914803, 41.203289]}",69.455676,231.87449791720408
18707,41.13575,-75.933499,15557,"{'type': 'Point', 'coordinates': [-75.933499, 41.13575]}",130.086599,119.58956663937381
18708,41.295848,-75.963463,8817,"{'type': 'Point', 'coordinates': [-75.963463, 41.295848]}",43.04221,204.8454296375581
18709,41.285469,-75.896388,2903,"{'type': 'Point', 'coordinates': [-75.896388, 41.285469]}",2.044132,1420.1626900806798
18801,41.826389,-75.939711,8266,"{'type': 'Point', 'coordinates': [-75.939711, 41.826389]}",423.486102,19.518940435027545
18810,41.933295,-76.50713,6162,"{'type': 'Point', 'coordinates': [-76.50713, 41.933295]}",122.469386,50.31461495201748
18812,41.973202,-75.964751,1644,"{'type': 'Point', 'coordinates': [-75.964751, 41.973202]}",83.177822,19.76488396149637
18814,41.784063,-76.607272,156,"{'type': 'Point', 'coordinates': [-76.607272, 41.784063]}",1.548612,100.73536818777072
18816,41.757157,-75.915633,128,"{'type': 'Point', 'coordinates': [-75.915633, 41.757157]}",3.062189,41.80016321657481
18817,41.872721999999996,-76.63161099999999,306,"{'type': 'Point', 'coordinates': [-76.63161099999999, 41.872721999999996]}",4.781485,63.996854533685664
18818,41.911258000000004,-76.044011,1394,"{'type': 'Point', 'coordinates': [-76.044011, 41.911258000000004]}",118.91565,11.72259496542297
18821,41.989756,-75.722751,1153,"{'type': 'Point', 'coordinates': [-75.722751, 41.989756]}",9.452585,121.97721575632487
18822,41.970399,-75.794149,3642,"{'type': 'Point', 'coordinates': [-75.794149, 41.970399]}",108.266526,33.639206267687946
18823,41.778326,-75.690124,193,"{'type': 'Point', 'coordinates': [-75.690124, 41.778326]}",6.905717,27.94785827452819
18824,41.697365999999995,-75.787183,1401,"{'type': 'Point', 'coordinates': [-75.787183, 41.697365999999995]}",78.303333,17.891958698616317
18825,41.807883000000004,-75.60772800000001,111,"{'type': 'Point', 'coordinates': [-75.60772800000001, 41.807883000000004]}",8.753748,12.680282777160137
18826,41.745746000000004,-75.74889300000001,1910,"{'type': 'Point', 'coordinates': [-75.74889300000001, 41.745746000000004]}",119.421396,15.993783894470635
18828,41.806723999999996,-76.096165,352,"{'type': 'Point', 'coordinates': [-76.096165, 41.806723999999996]}",25.975038,13.551471993996698
18829,41.837644,-76.173693,868,"{'type': 'Point', 'coordinates': [-76.173693, 41.837644]}",67.190178,12.918554851871354
18830,41.959087,-76.114452,735,"{'type': 'Point', 'coordinates': [-76.114452, 41.959087]}",63.201375,11.629493820348054
18831,41.894223,-76.598118,1039,"{'type': 'Point', 'coordinates': [-76.598118, 41.894223]}",76.277067,13.6213942258687
18832,41.678278000000006,-76.568742,1874,"{'type': 'Point', 'coordinates': [-76.568742, 41.678278000000006]}",155.397662,12.05938349316993
18833,41.597169,-76.483621,2056,"{'type': 'Point', 'coordinates': [-76.483621, 41.597169]}",277.064495,7.420654891201415
18834,41.830967,-75.720934,3691,"{'type': 'Point', 'coordinates': [-75.720934, 41.830967]}",174.010396,21.21137635937568
18837,41.915054,-76.302838,3267,"{'type': 'Point', 'coordinates': [-76.302838, 41.915054]}",234.788214,13.914667795036763
18840,41.971552,-76.534965,10731,"{'type': 'Point', 'coordinates': [-76.534965, 41.971552]}",118.677771,90.42131403024075
18842,41.749704,-75.62344300000001,278,"{'type': 'Point', 'coordinates': [-75.62344300000001, 41.749704]}",10.683988,26.020246372421983
18843,41.794457,-75.899586,277,"{'type': 'Point', 'coordinates': [-75.899586, 41.794457]}",2.270553,121.99671181425846
18844,41.69097,-75.905239,1870,"{'type': 'Point', 'coordinates': [-75.905239, 41.69097]}",89.401658,20.91683803000611
18845,41.787369,-76.182163,297,"{'type': 'Point', 'coordinates': [-76.182163, 41.787369]}",25.369432,11.707002348337953
18846,41.621411,-76.229986,847,"{'type': 'Point', 'coordinates': [-76.229986, 41.621411]}",71.517737,11.843215900413629
18847,41.92882,-75.579031,6024,"{'type': 'Point', 'coordinates': [-75.579031, 41.92882]}",371.192958,16.22875615005606
18848,41.751057,-76.454741,9193,"{'type': 'Point', 'coordinates': [-76.454741, 41.751057]}",281.055312,32.70886408295318
18850,41.854257000000004,-76.462384,2357,"{'type': 'Point', 'coordinates': [-76.462384, 41.854257000000004]}",157.948864,14.922551136550119
18851,41.933902,-76.176463,706,"{'type': 'Point', 'coordinates': [-76.176463, 41.933902]}",73.205776,9.644047759291562
18853,41.721414,-76.276925,4252,"{'type': 'Point', 'coordinates': [-76.276925, 41.721414]}",271.293995,15.67303397187247
18854,41.790684000000006,-76.355747,1510,"{'type': 'Point', 'coordinates': [-76.355747, 41.790684000000006]}",70.473335,21.426543812634947
18901,40.306267,-75.147144,27598,"{'type': 'Point', 'coordinates': [-75.147144, 40.306267]}",54.300601,508.2448350801863
18902,40.352134,-75.09568,20973,"{'type': 'Point', 'coordinates': [-75.09568, 40.352134]}",72.215779,290.4212942160466
18912,40.323952,-75.056407,39,"{'type': 'Point', 'coordinates': [-75.056407, 40.323952]}",1.032601,37.768702528856736
18913,40.37939,-75.06000999999999,185,"{'type': 'Point', 'coordinates': [-75.06000999999999, 40.37939]}",3.828756,48.31856613479679
18914,40.288978,-75.209591,21063,"{'type': 'Point', 'coordinates': [-75.209591, 40.288978]}",46.152122,456.38204891207386
18915,40.272101,-75.25683000000001,1063,"{'type': 'Point', 'coordinates': [-75.25683000000001, 40.272101]}",2.727895,389.67775519219026
18917,40.37692,-75.20594799999999,2158,"{'type': 'Point', 'coordinates': [-75.20594799999999, 40.37692]}",1.510703,1428.4740283166182
18920,40.497718,-75.084034,361,"{'type': 'Point', 'coordinates': [-75.084034, 40.497718]}",7.344791,49.15047957116819
18923,40.359341,-75.17392099999999,998,"{'type': 'Point', 'coordinates': [-75.17392099999999, 40.359341]}",4.507341,221.4165735408082
18925,40.288810999999995,-75.05803900000001,6195,"{'type': 'Point', 'coordinates': [-75.05803900000001, 40.288810999999995]}",28.044899,220.89578571846522
18929,40.255513,-75.080152,9306,"{'type': 'Point', 'coordinates': [-75.080152, 40.255513]}",21.286289,437.18282693615595
18930,40.521074,-75.218673,2721,"{'type': 'Point', 'coordinates': [-75.218673, 40.521074]}",59.826941,45.481182131642
18932,40.291585,-75.250486,388,"{'type': 'Point', 'coordinates': [-75.250486, 40.291585]}",3.260341,119.005956738881
18935,40.437016,-75.40347299999999,116,"{'type': 'Point', 'coordinates': [-75.40347299999999, 40.437016]}",0.18725,619.4926568758344
18936,40.22405,-75.230961,4,"{'type': 'Point', 'coordinates': [-75.230961, 40.22405]}",1.898345,2.107098551633133
18938,40.351048,-74.998049,13989,"{'type': 'Point', 'coordinates': [-74.998049, 40.351048]}",108.408974,129.03913286735838
18940,40.261315,-74.937775,28825,"{'type': 'Point', 'coordinates': [-74.937775, 40.261315]}",85.199728,338.3226763353048
18942,40.471159,-75.16046700000001,3260,"{'type': 'Point', 'coordinates': [-75.16046700000001, 40.471159]}",58.87719,55.36949028987287
18944,40.389293,-75.234442,24479,"{'type': 'Point', 'coordinates': [-75.234442, 40.389293]}",121.996465,200.65335499680256
18947,40.422899,-75.117839,6172,"{'type': 'Point', 'coordinates': [-75.117839, 40.422899]}",62.273893,99.1105534385011
18950,40.445233,-75.07444100000001,252,"{'type': 'Point', 'coordinates': [-75.07444100000001, 40.445233]}",3.619791,69.61727900864994
18951,40.452964,-75.348855,34651,"{'type': 'Point', 'coordinates': [-75.348855, 40.452964]}",175.221039,197.75593272221153
18954,40.225413,-74.99295699999999,9745,"{'type': 'Point', 'coordinates': [-74.99295699999999, 40.225413]}",17.588907,554.0423859197164
18955,40.47664,-75.313694,1662,"{'type': 'Point', 'coordinates': [-75.313694, 40.47664]}",6.83953,242.9991534506026
18960,40.366237,-75.325845,12473,"{'type': 'Point', 'coordinates': [-75.325845, 40.366237]}",50.181098,248.55972661259824
18962,40.346684,-75.271138,515,"{'type': 'Point', 'coordinates': [-75.271138, 40.346684]}",0.628995,818.7664448842996
18964,40.303470000000004,-75.337889,13812,"{'type': 'Point', 'coordinates': [-75.337889, 40.303470000000004]}",24.214949,570.3914552948263
18966,40.188468,-75.00989799999999,37999,"{'type': 'Point', 'coordinates': [-75.00989799999999, 40.188468]}",42.831428,887.1756505526736
18969,40.326304,-75.368422,15273,"{'type': 'Point', 'coordinates': [-75.368422, 40.326304]}",44.035003,346.8377190754364
18970,40.412007,-75.38117,696,"{'type': 'Point', 'coordinates': [-75.38117, 40.412007]}",1.055021,659.7025082913042
18972,40.52732,-75.124666,3512,"{'type': 'Point', 'coordinates': [-75.124666, 40.52732]}",63.142085,55.6205896590206
18974,40.217062,-75.07280300000001,40953,"{'type': 'Point', 'coordinates': [-75.07280300000001, 40.217062]}",49.667932,824.5360406791247
18976,40.248821,-75.14352199999999,19795,"{'type': 'Point', 'coordinates': [-75.14352199999999, 40.248821]}",28.237312,701.0228169026853
18977,40.286862,-74.882113,4291,"{'type': 'Point', 'coordinates': [-74.882113, 40.286862]}",14.703114,291.8429388495526
18980,40.269965,-75.01718199999999,510,"{'type': 'Point', 'coordinates': [-75.01718199999999, 40.269965]}",6.182765,82.4873660894438
19001,40.125923,-75.125443,17020,"{'type': 'Point', 'coordinates': [-75.125443, 40.125923]}",8.962263,1899.073928091599
19002,40.187217,-75.206876,32412,"{'type': 'Point', 'coordinates': [-75.206876, 40.187217]}",53.91387,601.1811060864301
19003,40.001553,-75.298929,12519,"{'type': 'Point', 'coordinates': [-75.298929, 40.001553]}",5.029541,2489.0939352119804
19004,40.009753,-75.23150799999999,9416,"{'type': 'Point', 'coordinates': [-75.23150799999999, 40.009753]}",7.176072,1312.1384512307013
19006,40.157889000000004,-75.030918,21423,"{'type': 'Point', 'coordinates': [-75.030918, 40.157889000000004]}",33.252603,644.2503162835102
19007,40.113178999999995,-74.85765,21125,"{'type': 'Point', 'coordinates': [-74.85765, 40.113178999999995]}",20.171228,1047.2837846064701
19008,39.972604,-75.360258,20535,"{'type': 'Point', 'coordinates': [-75.360258, 39.972604]}",16.982886,1209.1584433882438
19009,40.137805,-75.06424200000001,864,"{'type': 'Point', 'coordinates': [-75.06424200000001, 40.137805]}",3.369268,256.4355224933131
19010,40.023624,-75.329727,21103,"{'type': 'Point', 'coordinates': [-75.329727, 40.023624]}",21.830407,966.6791828480339
19012,40.059768,-75.105885,6670,"{'type': 'Point', 'coordinates': [-75.105885, 40.059768]}",4.549478,1466.1022649191843
19013,39.848281,-75.377981,35130,"{'type': 'Point', 'coordinates': [-75.377981, 39.848281]}",14.819755,2370.484532301647
19014,39.864907,-75.432958,21206,"{'type': 'Point', 'coordinates': [-75.432958, 39.864907]}",23.299606,910.1441457851262
19015,39.868633,-75.392945,16632,"{'type': 'Point', 'coordinates': [-75.392945, 39.868633]}",8.498956,1956.9462413971787
19017,39.892401,-75.460137,348,"{'type': 'Point', 'coordinates': [-75.460137, 39.892401]}",2.314435,150.36067117892705
19018,39.923075,-75.29859499999999,23360,"{'type': 'Point', 'coordinates': [-75.29859499999999, 39.923075]}",7.005021,3334.7508879702145
19020,40.100590999999994,-74.938934,55493,"{'type': 'Point', 'coordinates': [-74.938934, 40.100590999999994]}",47.454261,1169.3997299842051
19021,40.089651,-74.892183,10074,"{'type': 'Point', 'coordinates': [-74.892183, 40.089651]}",10.642189,946.6097623336702
19022,39.86144,-75.337023,3669,"{'type': 'Point', 'coordinates': [-75.337023, 39.86144]}",3.408146,1076.5383877333893
19023,39.91714,-75.267387,22164,"{'type': 'Point', 'coordinates': [-75.267387, 39.91714]}",5.172709,4284.795452440878
19025,40.146444,-75.161987,5395,"{'type': 'Point', 'coordinates': [-75.161987, 40.146444]}",7.763446,694.9233626407655
19026,39.950317999999996,-75.30404200000001,30738,"{'type': 'Point', 'coordinates': [-75.30404200000001, 39.950317999999996]}",9.37876,3277.4055418840017
19027,40.073118,-75.124431,19067,"{'type': 'Point', 'coordinates': [-75.124431, 40.073118]}",10.241866,1861.6724725748218
19029,39.870882,-75.29133900000001,3971,"{'type': 'Point', 'coordinates': [-75.29133900000001, 39.870882]}",6.294291,630.8891660712858
19030,40.180468,-74.83726300000001,12122,"{'type': 'Point', 'coordinates': [-74.83726300000001, 40.180468]}",11.961667,1013.4039009780158
19031,40.109155,-75.217005,4700,"{'type': 'Point', 'coordinates': [-75.217005, 40.109155]}",7.440791,631.6532744972947
